num (ignore),Avg windspeed,windSpeed,Direction,windTurbulence,deploymentTime,,simTime,posEast,posNorth,altitude,longitude,latitude,max altitude,deploymentVelocity,groundspeedVelocity
18,5.127518937,0,215.5192078,0,67.4794598,,832.6448249,1464.108409,3160.950348,627,118.0160796,35.02842605,24238.10694,86.35549741,11.98112432
19,0.973237138,0,15.63398345,0,69.09720786,,831.2572016,8282.32206,-3179.457349,627,118.0908973,34.97137257,24329.50378,82.27281838,11.98651289
20,1.138758403,0,241.3030881,0,72.03355962,,833.0000121,4279.983726,-1615.138169,627,118.0469803,34.98546566,24260.45432,83.40049288,11.97620909
21,0.015857056,0,130.5478261,0,67.55329471,,831.4455389,1795.919992,2058.15852,627,118.0197213,35.01850787,24260.06701,81.97823522,11.98553163
22,2.435670129,0,212.7524964,0,67.66780359,,830.9278894,3607.90913,1357.729527,627,118.039616,35.01220392,24313.08535,82.90747472,11.98068264
23,9.968992,0,202.5804761,0,68.02206584,,831.0989131,4622.547346,80.34353524,627,118.05075,35.00071199,24293.32301,82.34988903,11.98124701
24,2.517024077,0,229.0377539,0,70.66860178,,831.6202685,5194.075961,-196.4178886,627,118.0570229,34.99822024,24162.92608,83.41661334,11.98160161
25,9.156471121,0,227.604741,0,71.32865803,,831.1342047,2783.283277,2682.621098,627,118.0305658,35.02412156,24226.43744,83.01952823,11.98156687
26,5.104612303,0,268.8934957,0,71.4474644,,831.5320407,5379.360412,326.5760935,627,118.0590604,35.00292267,24268.22759,82.08031815,11.98505304
27,0.629711771,0,232.2263675,0,72.99367458,,831.4871894,6150.968649,-633.5004977,627,118.0675249,34.9942841,24279.44866,82.52614983,11.97827466
28,1.094381346,0,209.4030511,0,71.59717882,,831.3039873,1730.248514,449.0640239,627,118.0189968,35.00403705,24265.73155,82.7357941,11.98163174
29,7.689088,0,231.304478,0,71.20088481,,830.1929856,4775.497517,-534.7482647,627,118.0524256,34.99517962,24302.36095,82.87579767,11.98609996
30,1.859138699,0,213.7668701,0,71.67694379,,831.6070902,6755.448604,-2986.860541,627,118.0741416,34.97311598,24300.6089,82.8923196,11.98189721
31,0.87125767,0,205.1095652,0,71.02768278,,830.1652803,2627.939698,-66.8662844,627,118.0288511,34.99939524,24187.47903,82.69557033,11.98226563
